IoC,Type
ntcpak.live,domainname
ntcpak.org,domainname
ntcpk.info,domainname
ntcpk.net,domainname
numpy.info,domainname
numzy.net,domainname
nventic.info,domainname
office-drive.live,domainname
pafgovt.com,domainname
paknavy-gov.org,domainname
paknavy-govpk.info,domainname
paknavy-govpk.net,domainname
pdfrdr-update.com,domainname
pdfrdr-update.info,domainname
pmd-office.com,domainname
pmd-office.live,domainname
pmd-office.org,domainname
ptcl-net.com,domainname
scrabt.tech,domainname
shipping-policy.info,domainname
sjfu-edu.co,domainname
support-update.info,domainname
tazze.co,domainname
tex-ideas.info,domainname
tni-mil.com,domainname
tsinghua-edu.tech,domainname
tumet.info,domainname
u1x.co,domainname
ujsen.net,domainname
update-govpk.co,domainname
updtesession.online,domainname
widge.info,domainname
cd64122c8ee24eaf02e6161d7b74dbe79268f3b7ffb7a8b0691a61ff409f231d,sha256
6e3346d47044d6df85a07aeda745d88f9cd46b20d22028d231add555bf00bf41,sha256
27ccb9f336282e591e44c65841f1b5bc7f495e8561349977680161e76857be5d,sha256
7aa49795bbe025328e0aa5d76e46341a95255e13123306311671678fdeabb617,sha256
severdops.ddns.net:8120,domainname
nasyiahgamping.com/yknoahdrv.exe,domainname
annotmykim.gruposenhordobonfim.io/?2/,domainname
blogonbel84.gruposenhordobonfim.org/?1/,domainname
blogonben.gruposenhordobonfim.org/?1/,domainname
blogonben8.gruposenhordobonfim.org/?1/,domainname
bruconlincol587.luminisconsultoria.io/?3/,domainname
bruncolinc59.lumiscoconsupoltronsia.org/?3/,domainname
claronqual.gruposenhordobonfim.org/?2/,domainname
clindnor.cenithbonfim.net/?2/,domainname
crafer.grupobonfim.net/?5/,domainname
crecil.gruposenhordobonfim.org/?2/,domainname
crgricill.gruposenhordobonfim.net/?3/,domainname
crigonval.gruposenhordobonfim.org/?5/,domainname
crigoval.gruposenhordobonfim.org/?5/,domainname
crigvalbon.gruposenhordobonfim.org/?2/,domainname
dragounzolonoff.ceritbonfim.com/?3/,domainname
dramainco54.groupomonflowsacodonbonsait.io/?2/,domainname
drapunzol.cemiteriobonfim.com/?1/,domainname
drapunzol.cemiteriobonfim.com/?5/,domainname
drocannanbel.veritasinvest.io/?1/,domainname
florvaz.cemisionfinanceinvest.com/?3/,domainname
flovaz138.cemiteriobonfim.com/?3/,domainname
frulinzol.grupobonfim.org/?5/,domainname
gaminqual.soluclaoled.world/?2/,domainname
gramdinlhar.grupobonfim.org/?5/,domainname
graminqual.solucaoled.world/?2/,domainname
grammidhal.gruposenhordobonfim.org/?1/,domainname
htruriz.grupobonfim.net/?3/,domainname
murankel.limpanzin.io/?2/,domainname
plaminel516.gruposenhordobonfim.com/?1/,domainname
planhal.grupobonfim.org/?1/,domainname
planhalconnalminsenior.io/?3/,domainname
plarandiz.gruposenhordobonfim.org/?3/,domainname
plikinvintez371.gruposenhordobonfim.com/?3/,domainname
plikkentin37h.gruposenhordobonfim.com/?3/,domainname
prawinvinbil2.clienteasciendig.world/?2/,domainname
prawinzinbil66.clienteasciendig.world/?2/,domainname
prawinzinbil66.clienteascindig.world/?2/,domainname
pregonfer.gruposenhordobonfim.com/?5/,domainname
prehenninlhar.gruposenhordobonfim.org/?2/,domainname
prenharbisonvirenanal3.plurianbonfim.net/?2/,domainname
prenherninal6v.gruposenhordobonfim.com/?2/,domainname
prepor854.grupobonfim.net/?1/,domainname
prerherningbron38.grupatibonfim.net/?2/,domainname
prisonfinfel.grupobonfim.org/?3/,domainname
pritonggopatrimoniosoberano.world/?5/,domainname
pritongongor.patrimoniosoberano.world/?5/,domainname
rawinzinbil66.clienteascindig.world/?2/,domainname
rigonval.gruposenhordobonfim.org/?5/,domainname
sasanal.gruposenhordobonfim.org/?2/,domainname
scropenpaz.subindometa.world/?1/,domainname
sp.runal.pad.rimonios.oberano.world/?5/,domainname
sprunal.patrimoniosoberano.world/?5/,domainname
spunalu.patrimoniosoberano.world/?5/,domainname
stragir.nexuspatrimonial.city/?3/,domainname
stragiran48xpatrimonianal.city/?3/,domainname
stredenpintal7.sistemapreparatorio.io/?5/,domainname
stredential7.sistemaaproparatorio.io/?5/,domainname
stredential7.sistemapreparatorio.io/?5/,domainname
strehen78zinal.islandofinvolomartyreasurgical.io/?5/,domainname
strehensinvel.jlldobrasil.world/?1/,domainname
stresanal.gruposenhordobonfim.com/?2/,domainname
tibilaniznale7.intyoberbonfim.net/?2/,domainname
titblansuperioniank3.cenithbonfim.net/?3/,domainname
tribenpantrimonianal.cfdauctions.org/?2/,domainname
tripanroncol68.aberturaazulvision.xyz/?5/,domainname
tritanpinvaz.nexuspatrimonial.city/?5/,domainname
tritum.gruposenhordobonfim.org/?5/,domainname
trubenpal.paineira.cfd/?2/,domainname
trugomen.copinasultanbolimansire.io/?2/,domainname
trugonmennil.luminisconsultoria.io/?3/,domainname
trujanel.gruposenhordobonfim.net/?5/,domainname
urnasinvest.yunusgroup.net/?2/,domainname
valcredonlin59.unicicomonsultanlonko.org/?1/,domainname
valentinvest37.patrickbonfim.net/?5/,domainname
vaval.gruposenhordobonfim.net/?5/,domainname
velvinet6.unovetsnahels.org/?3/,domainname
veritasinvestio.io/?1/,domainname
veritasinvestio.io/?3/,domainname
vinherena.sonyofbonfim.net/?3/,domainname
db79c39bc06e55a52741a9170d8007fa93ac712df506632d624a651345d33f91,sha256
a24303234e0cc6f403fca8943e7170c90b69976015b6a84d64a9667810023ed7,sha256
6e4f237ef084e400b43bc18860d9c781c851012652b558f57527cf61bee1e1ef,sha256
b3257f0c0ef298363f89c7a61ab27a706e9e308c22f1820dc4f02dfa0f68d897,sha256
abfc8e9b4b02e196af83608d5aaef1771354b32c898852dff532bd8cfd2ce59d,sha256
43c83976d9b6d19c63aef8715f7929557e93102ff0271b3539ccf2ef485a01a7,sha256
ca98a24507d62afdb65e7ad7205dfe8cd9ef7d837126a3dfc95a74af873b1dc5,sha256
7ebbeb2a25da1b09a98e1a373c78486ed2c5a7f2a16eec63e576c99efe0c7a49,sha256
c0189edde8fa030ff4a70492ced24e325847b04dba33821cf637219d0ddff3c9,sha256
6d8bdd3e087b266d493074569a85e1173246d1d71ee88eca94266b5802e28112,sha256
27a0e31ae16cbc6129b4321d25515b9435c35cc2fa1fc748c6f109275bee3d6c,sha256
54e8fbae0aa7a279aaedb6d8eec0f95971397fea7fcee6c143772c8ee6e6b498,sha256
1169d8fe861054d99b10f7a3c87e3bbbd941e585ce932e9e543a2efd701deac2,sha256
af979580849cc4619b815551842f3265b06497972c61369798135145b82f3cd8,sha256
1d2ff65ac590c8d0dec581f6b6efbf411a2ce5927419da31d50156d8f1e3a4ff,sha256
abfc8e9b4b02e196af83608d5aaef1771354b32c898852dff532bd8cfd2ce59d,sha256
98fb12a9625d600535df342551d30b27ed216fed14d9c6f63e8bf677cb730301,sha256
edfae1a69522f87b12c6dac3225d930e4848832e3c551ee1e7d31736bf4525ef,sha256
ca98a24507d62afdb65e7ad7205dfe8cd9ef7d837126a3dfc95a74af873b1dc5,sha256
23.26.35.67,ip
23.26.206.99,ip
45.86.54.206,ip
45.9.153.102,ip
2607:5500:3000:1cab::2,ip
2607:5500:3000:7bc::2,ip
2607:5500:3000:312::2,ip
2607:5500:3000:7a5::2,ip
2607:5500:3000:a8c::2,ip
2607:5500:3000:fea::2,ip
2607:5500:3000:b16::2 ,ip
45.61.130.11,ip
45.61.169.4,ip
172.86.64.212,ip
172.86.96.84,ip
172.86.96.128,ip
172.86.97.78,ip
172.86.97.165,ip
172.86.104.33,ip
172.86.104.64,ip
172.86.104.178,ip
172.86.105.59,ip
172.86.105.72,ip
172.86.106.94,ip
drensyoons1sedt.com ,domainname
sandoom2notnt.com ,domainname
grastoonm3vides.com ,domainname
ccokies1cakes.com ,domainname
ccokies2mangoes.com ,domainname
ccokies3tomatoes.com ,domainname
m1tis-apicookies.com ,domainname
m2fes-apicookies.com ,domainname
m3fes-apicookies.com ,domainname
winss0conect.click ,domainname
winstnet80nss.cfd ,domainname
tenetur.top ,domainname
tenetur.xyz ,domainname
hypexfinancial.com,domainname
voltampereactive.com,domainname
planchereserver.com,domainname
thirdmandomavis.com,domainname
fourthmanservice.com,domainname
sithchibb.com,domainname
copelustration.xyz,domainname
copefood.xyz,domainname
seven-oranges.com,domainname
onemanforest.com,domainname
twomancake.com,domainname
threemanshop.com,domainname
fourmanchurch.com,domainname
fivemanchool.com,domainname
sixmanteams.com,domainname
sevenmanjungle.com,domainname
88mansession.com,domainname
fiveradio-newbam.com,domainname
nine9manforest.com,domainname
10decadesmen.com,domainname
11cyclesforest.com,domainname
1messisnfarm.com,domainname
2moniunesson.com,domainname
3alphabetjay.com,domainname
4sessionmoon.com,domainname
5poleanalhy.com,domainname
6treesmangle.com,domainname
7motionmansa.com,domainname
8boomandool.com,domainname
9cantronnfit.com,domainname
10trioneyue8ss.com,domainname
11beamgools.com,domainname
